vehicle_count,car_count,bus_count,truck_count,motorcycle_count,hour,day_of_week,is_weekend,is_peak_hour,rain_intensity,visibility,incident_nearby,avg_speed_kmh,hour_sin,hour_cos,density_class
143,72,19,8,44,17,4,0,1,0.0044,0.9991,0,17.03,-0.965926,-0.258819,high
50,29,5,4,12,12,4,0,0,0.0436,0.9691,0,44.35,0.0,-1.0,medium
56,31,7,6,12,11,5,1,0,0.0176,0.9881,0,42.94,0.258819,-0.965926,medium
117,57,16,7,37,18,1,0,1,0.4039,0.9139,0,18.84,-1.0,-0.0,high
19,9,2,1,7,4,6,1,0,0.071,0.9621,0,53.23,0.866025,0.5,low
16,9,1,1,5,21,4,0,0,0.0005,0.9997,0,55.19,-0.707107,0.707107,low
120,62,11,10,37,8,2,0,1,0.1664,0.906,0,21.5,0.866025,-0.5,high
42,20,4,4,14,5,1,0,0,0.2041,0.8937,0,44.34,0.965926,0.258819,medium
90,43,7,6,34,17,5,1,1,0.0044,0.9978,0,32.93,-0.965926,-0.258819,high
111,53,9,11,38,17,0,0,1,0.012,0.9971,0,26.52,-0.965926,-0.258819,high
6,3,0,0,3,21,4,0,0,0.0383,0.9779,0,57.63,-0.707107,0.707107,low
19,10,2,1,6,4,5,1,0,0.0486,0.9744,0,53.57,0.866025,0.5,low
152,74,14,9,55,20,4,0,1,0.0684,0.9677,0,13.37,-0.866025,0.5,high
137,63,11,10,53,20,4,0,1,0.017,0.9921,0,18.64,-0.866025,0.5,high
29,16,4,2,7,3,3,0,0,0.0123,0.9967,0,51.12,0.707107,0.707107,low
109,51,15,6,37,20,0,0,1,0.1377,0.922,0,25.24,-0.866025,0.5,high
16,9,1,1,5,0,2,0,0,0.022,0.9903,0,54.87,0.0,1.0,low
34,18,3,1,12,22,2,0,0,0.0,1.0,0,49.8,-0.5,0.866025,low
41,22,4,2,13,16,6,1,0,0.062,0.9771,0,46.77,-0.866025,-0.5,medium
68,31,6,7,24,18,6,1,1,0.324,0.7873,0,34.74,-1.0,-0.0,medium
52,26,7,3,16,5,2,0,0,0.0003,0.9999,0,44.4,0.965926,0.258819,medium
131,69,16,8,38,18,2,0,1,0.0012,0.9992,0,20.68,-1.0,-0.0,high
43,20,5,4,14,11,3,0,0,0.0399,0.9772,0,46.5,0.258819,-0.965926,medium
34,16,4,2,12,3,2,0,0,0.262,0.8178,0,45.87,0.707107,0.707107,low
35,20,3,2,10,15,0,0,0,0.0351,0.9846,0,48.97,-0.707107,-0.707107,low
29,13,2,2,12,11,6,1,0,0.0001,1.0,0,51.3,0.258819,-0.965926,low
57,33,6,6,12,16,1,0,0,0.2102,0.8948,0,39.75,-0.866025,-0.5,medium
30,14,4,1,11,0,1,0,0,0.0066,0.9983,0,50.9,0.0,1.0,low
21,9,2,1,9,0,2,0,0,0.0164,0.9966,0,53.45,0.0,1.0,low
94,49,10,10,25,19,2,0,1,0.0397,0.9706,0,31.21,-0.965926,0.258819,high
48,23,5,3,17,5,1,0,0,0.4581,0.756,0,38.73,0.965926,0.258819,medium
7,3,0,0,4,23,4,0,0,0.0833,0.9507,0,56.65,-0.258819,0.965926,low
133,64,18,7,44,9,0,0,1,0.0111,0.9958,0,19.93,0.707107,-0.707107,high
37,16,5,2,14,5,5,1,0,0.0002,1.0,0,48.9,0.965926,0.258819,low
20,11,2,1,6,15,1,0,0,0.0067,0.9961,0,53.9,-0.707107,-0.707107,low
44,21,3,5,15,15,6,1,0,0.0082,0.9936,0,46.68,-0.707107,-0.707107,medium
127,67,15,8,37,7,1,0,1,0.4938,0.733,0,14.49,0.965926,-0.258819,high
35,20,4,3,8,6,0,0,0,0.0165,0.9902,0,49.25,1.0,0.0,low
21,10,2,1,8,15,1,0,0,0.0038,0.9992,0,53.64,-0.707107,-0.707107,low
11,6,1,0,4,10,5,1,0,0.0003,0.9997,0,56.7,0.5,-0.866025,low
102,46,8,5,43,19,3,0,1,0.0112,0.9945,0,29.23,-0.965926,0.258819,high
4,2,0,0,2,3,0,0,0,0.0006,0.9996,0,58.79,0.707107,0.707107,low
70,31,7,8,24,18,5,1,1,0.2187,0.9013,0,35.72,-1.0,-0.0,medium
67,30,8,7,22,12,2,0,0,0.0163,0.9906,1,19.66,0.0,-1.0,medium
43,19,5,3,16,15,6,1,0,0.0101,0.9964,0,46.95,-0.707107,-0.707107,medium
70,32,10,4,24,14,1,0,0,0.3028,0.7815,0,34.46,-0.5,-0.866025,medium
42,22,3,2,15,11,2,0,0,0.1667,0.9592,0,44.9,0.258819,-0.965926,medium
32,15,3,2,12,22,5,1,0,0.0146,0.9945,0,50.18,-0.5,0.866025,low
47,24,4,4,15,19,5,1,1,0.0313,0.9904,0,45.43,-0.965926,0.258819,medium
42,21,5,3,13,14,5,1,0,0.0405,0.989,0,46.79,-0.5,-0.866025,medium
12,6,1,1,4,4,2,0,0,0.1937,0.9182,0,53.49,0.866025,0.5,low
65,30,6,6,23,23,4,0,0,0.0578,0.9858,0,39.63,-0.258819,0.965926,medium
71,42,7,4,18,19,5,1,1,0.0004,0.9998,0,38.69,-0.965926,0.258819,medium
143,68,19,15,41,19,1,0,1,0.0069,0.998,0,17.0,-0.965926,0.258819,high
19,9,2,1,7,23,2,0,0,0.0762,0.9804,0,53.16,-0.258819,0.965926,low
49,27,5,3,14,0,0,0,0,0.0722,0.9501,0,44.22,0.0,1.0,medium
24,11,2,1,10,3,5,1,0,0.0188,0.9894,0,52.52,0.707107,0.707107,low
33,17,3,3,10,14,5,1,0,0.0037,0.9991,0,50.05,-0.5,-0.866025,low
50,28,7,3,12,1,6,1,0,0.0317,0.9905,0,44.52,0.258819,0.965926,medium
18,9,2,1,6,2,2,0,0,0.0138,0.9892,0,54.39,0.5,0.866025,low
33,15,3,3,12,6,5,1,0,0.0002,0.9999,0,50.1,1.0,0.0,low
16,9,1,1,5,2,2,0,0,0.0007,0.9995,0,55.19,0.5,0.866025,low
126,66,10,12,38,8,1,0,1,0.1014,0.951,0,20.68,0.866025,-0.5,high
0,0,0,0,0,12,4,0,0,0.0012,0.9991,0,59.98,0.0,-1.0,low
35,18,4,3,10,4,1,0,0,0.0088,0.9961,0,49.37,0.866025,0.5,low
42,23,6,2,11,23,6,1,0,0.0017,0.999,0,47.37,-0.258819,0.965926,medium
134,62,17,8,47,7,4,0,1,0.106,0.9683,0,18.21,0.965926,-0.258819,high
25,12,3,2,8,1,0,0,0,0.0133,0.9914,0,52.3,0.258819,0.965926,low
86,41,12,7,26,18,5,1,1,0.0028,0.9992,0,34.16,-1.0,-0.0,medium
35,18,5,3,9,23,4,0,0,0.0024,0.9989,0,49.46,-0.258819,0.965926,low
14,6,1,0,7,1,4,0,0,0.5069,0.7312,0,48.2,0.258819,0.965926,low
43,19,5,2,17,2,1,0,0,0.1115,0.9561,0,45.43,0.5,0.866025,medium
46,22,3,3,18,13,1,0,0,0.0061,0.9979,0,46.11,-0.258819,-0.965926,medium
135,80,14,12,29,18,0,0,1,0.0946,0.972,0,18.08,-1.0,-0.0,high
17,9,2,2,4,6,1,0,0,0.1402,0.9278,0,52.8,1.0,0.0,low
141,74,14,16,37,20,3,0,1,0.3433,0.7752,0,12.55,-0.866025,0.5,high
11,5,1,0,5,0,4,0,0,0.0582,0.969,0,55.83,0.0,1.0,low
21,10,2,1,8,21,4,0,0,0.0283,0.9796,0,53.28,-0.707107,0.707107,low
47,23,6,3,15,5,3,0,0,0.0123,0.9926,0,45.71,0.965926,0.258819,medium
98,49,14,9,26,7,4,0,1,0.0241,0.983,0,30.24,0.965926,-0.258819,high
43,24,4,4,11,12,0,0,0,0.1329,0.9615,0,45.11,0.0,-1.0,medium
17,9,1,0,7,6,1,0,0,0.0188,0.9875,0,54.62,1.0,0.0,low
28,16,3,3,6,11,2,0,0,0.0524,0.9677,0,50.81,0.258819,-0.965926,low
125,63,10,8,44,20,1,0,1,0.1264,0.9233,0,20.6,-0.866025,0.5,high
31,16,2,2,11,22,0,0,0,0.0277,0.9811,0,50.29,-0.5,0.866025,low
0,0,0,0,0,1,5,1,0,0.0017,0.9994,0,59.97,0.258819,0.965926,low
47,24,4,2,17,0,3,0,0,0.2964,0.8602,0,41.45,0.0,1.0,medium
122,64,12,7,39,8,4,0,1,0.1637,0.9255,0,20.94,0.866025,-0.5,high
32,17,4,3,8,23,1,0,0,0.1072,0.9478,0,48.79,-0.258819,0.965926,low
120,60,12,9,39,8,4,0,1,0.0052,0.9975,0,23.92,0.866025,-0.5,high
22,11,2,1,8,11,3,0,0,0.029,0.9933,0,52.97,0.258819,-0.965926,low
107,60,12,8,27,9,4,0,1,0.0,1.0,0,27.9,0.707107,-0.707107,high
20,10,2,1,7,16,6,1,0,0.114,0.929,0,52.29,-0.866025,-0.5,low
0,0,0,0,0,13,5,1,0,0.0239,0.9824,0,59.64,-0.258819,-0.965926,low
37,21,5,3,8,10,5,1,0,0.2039,0.8484,0,45.84,0.5,-0.866025,low
106,61,15,8,22,19,1,0,1,0.0278,0.991,0,27.78,-0.965926,0.258819,high
24,13,2,2,7,11,4,0,0,0.0151,0.9968,0,52.57,0.258819,-0.965926,low
75,34,11,8,22,18,6,1,1,0.2989,0.8144,0,33.02,-1.0,-0.0,medium
2,1,0,0,1,15,1,0,0,0.0608,0.9778,0,58.49,-0.707107,-0.707107,low
121,70,13,12,26,7,4,0,1,0.0053,0.9958,0,23.62,0.965926,-0.258819,high
61,29,7,4,21,17,6,1,1,0.1594,0.933,0,39.31,-0.965926,-0.258819,medium
124,60,14,11,39,7,3,0,1,0.0137,0.9911,0,22.59,0.965926,-0.258819,high
48,27,6,3,12,14,4,0,0,0.1472,0.9218,0,43.39,-0.5,-0.866025,medium
27,13,2,2,10,0,6,1,0,0.2951,0.7929,0,47.47,0.0,1.0,low
97,52,14,9,22,8,2,0,1,0.003,0.998,0,30.85,0.866025,-0.5,high
34,16,3,2,13,5,4,0,0,0.0864,0.9533,0,48.5,0.965926,0.258819,low
139,66,15,12,46,9,4,0,1,0.0137,0.9972,0,18.09,0.707107,-0.707107,high
82,48,12,9,13,9,6,1,1,0.0269,0.9861,0,35.0,0.707107,-0.707107,medium
67,32,7,3,25,4,2,0,0,0.1344,0.895,0,37.88,0.866025,0.5,medium
18,9,2,1,6,12,6,1,0,0.0001,1.0,0,54.6,0.0,-1.0,low
74,38,9,8,19,1,4,0,0,0.2116,0.8501,0,34.63,0.258819,0.965926,medium
29,14,4,2,9,0,1,0,0,0.122,0.9176,0,49.47,0.0,1.0,low
17,9,2,1,5,1,5,1,0,0.0246,0.9891,0,54.53,0.258819,0.965926,low
30,15,4,3,8,3,3,0,0,0.0529,0.9778,0,50.21,0.707107,0.707107,low
53,24,6,5,18,3,1,0,0,0.044,0.9767,0,43.44,0.707107,0.707107,medium
108,49,14,10,35,9,3,0,1,0.0245,0.9887,0,27.23,0.707107,-0.707107,high
39,22,5,3,9,10,6,1,0,0.2267,0.8273,0,44.9,0.5,-0.866025,low
24,11,2,1,10,4,6,1,0,0.005,0.9983,0,52.73,0.866025,0.5,low
144,85,15,17,27,7,2,0,1,0.1503,0.9314,0,14.55,0.965926,-0.258819,high
110,65,13,10,22,18,0,0,1,0.015,0.9952,0,26.78,-1.0,-0.0,high
9,4,0,0,5,22,0,0,0,0.0004,0.9998,0,57.29,-0.5,0.866025,low
109,55,15,9,30,2,5,1,0,0.0112,0.9914,1,7.13,0.5,0.866025,high
29,15,4,3,7,6,4,0,0,0.0133,0.9907,0,51.1,1.0,0.0,low
52,29,6,4,13,13,6,1,0,0.0895,0.9591,0,43.06,-0.258819,-0.965926,medium
23,13,2,1,7,23,1,0,0,0.0253,0.9859,0,52.72,-0.258819,0.965926,low
114,55,17,9,33,18,0,0,1,0.0489,0.9821,0,25.07,-1.0,-0.0,high
0,0,0,0,0,22,2,0,0,0.0003,0.9998,0,60.0,-0.5,0.866025,low
25,14,2,1,8,4,4,0,0,0.0932,0.9458,0,51.1,0.866025,0.5,low
49,25,5,3,16,1,4,0,0,0.0022,0.999,0,45.27,0.258819,0.965926,medium
64,28,8,5,23,14,3,0,0,0.0326,0.9761,0,40.31,-0.5,-0.866025,medium
42,19,6,3,14,21,0,0,0,0.3721,0.8974,0,41.82,-0.707107,0.707107,medium
47,27,4,2,14,10,1,0,0,0.129,0.9041,0,43.96,0.5,-0.866025,medium
4,1,0,0,3,12,3,0,0,0.02,0.9894,0,58.5,0.0,-1.0,low
116,65,11,11,29,18,3,0,1,0.0278,0.9874,0,24.78,-1.0,-0.0,high
40,23,4,3,10,16,0,0,0,0.008,0.9941,0,47.88,-0.866025,-0.5,medium
6,3,0,0,3,16,2,0,0,0.1067,0.9293,0,56.6,-0.866025,-0.5,low
12,5,1,1,5,11,1,0,0,0.3398,0.8882,0,51.3,0.258819,-0.965926,low
50,25,6,3,16,22,2,0,0,0.1039,0.931,0,43.44,-0.5,0.866025,medium
7,3,0,0,4,21,4,0,0,0.0085,0.9947,0,57.77,-0.707107,0.707107,low
52,28,6,4,14,10,0,0,0,0.0378,0.9864,0,43.83,0.5,-0.866025,medium
131,59,11,6,55,9,1,0,1,0.1486,0.9434,0,18.47,0.707107,-0.707107,high
24,13,2,2,7,3,2,0,0,0.13,0.9374,0,50.85,0.707107,0.707107,low
117,68,11,11,27,8,4,0,1,0.0083,0.9945,0,24.78,0.866025,-0.5,high
26,14,3,2,7,5,6,1,0,0.0111,0.9916,0,52.03,0.965926,0.258819,low
25,13,3,1,8,10,0,0,0,0.0568,0.9667,0,51.65,0.5,-0.866025,low
31,18,4,2,7,15,0,0,0,0.0657,0.9553,0,49.71,-0.707107,-0.707107,low
42,25,6,4,7,15,1,0,0,0.0084,0.9937,0,47.27,-0.707107,-0.707107,medium
80,39,6,6,29,18,5,1,1,0.1807,0.9598,0,33.29,-1.0,-0.0,medium
74,43,11,7,13,18,5,1,1,0.0676,0.9805,0,36.79,-1.0,-0.0,medium
44,21,4,3,16,10,5,1,0,0.0596,0.9529,0,45.91,0.5,-0.866025,medium
17,8,2,1,6,3,1,0,0,0.0027,0.9987,0,54.86,0.707107,0.707107,low
127,60,12,10,45,7,4,0,1,0.0225,0.9831,0,21.56,0.965926,-0.258819,high
53,28,6,6,13,14,5,1,0,0.1666,0.8779,0,41.6,-0.5,-0.866025,medium
98,50,8,9,31,18,0,0,1,0.0199,0.9955,0,30.3,-1.0,-0.0,high
103,53,9,5,36,20,3,0,1,0.2494,0.8361,0,25.36,-0.866025,0.5,high
73,39,9,6,19,20,5,1,1,0.1982,0.894,0,35.13,-0.866025,0.5,medium
16,7,1,1,7,10,5,1,0,0.0058,0.9957,0,55.11,0.5,-0.866025,low
125,65,10,10,40,20,0,0,1,0.0014,0.9992,0,22.48,-0.866025,0.5,high
24,14,2,2,6,6,0,0,0,0.0743,0.9764,0,51.69,1.0,0.0,low
0,0,0,0,0,11,5,1,0,0.0019,0.9992,0,59.97,0.258819,-0.965926,low
53,27,6,6,14,10,6,1,0,0.002,0.9988,0,44.07,0.5,-0.866025,medium
41,22,5,2,12,2,4,0,0,0.0144,0.9925,0,47.48,0.5,0.866025,medium
13,7,1,0,5,4,4,0,0,0.0009,0.9996,0,56.09,0.866025,0.5,low
67,37,8,4,18,17,5,1,1,0.0443,0.9714,0,39.24,-0.965926,-0.258819,medium
22,12,3,1,6,2,5,1,0,0.0767,0.9613,0,52.25,0.5,0.866025,low
118,53,12,9,44,9,3,0,1,0.0163,0.9889,0,24.36,0.707107,-0.707107,high
15,7,1,1,6,21,3,0,0,0.0394,0.9903,0,54.91,-0.707107,0.707107,low
29,15,3,2,9,10,3,0,0,0.014,0.9951,0,51.09,0.5,-0.866025,low
68,38,9,7,14,17,5,1,1,0.0019,0.9991,0,39.57,-0.965926,-0.258819,medium
40,19,3,3,15,10,2,0,0,0.1336,0.925,0,46.0,0.5,-0.866025,medium
75,44,8,5,18,7,5,1,1,0.1787,0.9538,0,34.82,0.965926,-0.258819,medium
130,67,18,10,35,19,0,0,1,0.081,0.9466,0,19.79,-0.965926,0.258819,high
149,76,15,13,45,18,3,0,1,0.1564,0.9192,1,5.0,-1.0,-0.0,high
54,29,5,5,15,15,0,0,0,0.0128,0.9964,0,43.61,-0.707107,-0.707107,medium
47,22,4,2,19,14,4,0,0,0.1403,0.9519,0,43.8,-0.5,-0.866025,medium
41,21,5,4,11,13,3,0,0,0.0,1.0,0,47.7,-0.258819,-0.965926,medium
36,19,4,3,10,15,3,0,0,0.002,0.9995,0,49.17,-0.707107,-0.707107,low
16,7,1,1,7,11,5,1,0,0.0301,0.9782,0,54.75,0.258819,-0.965926,low
24,13,2,1,8,23,2,0,0,0.0012,0.9993,0,52.78,-0.258819,0.965926,low
11,5,1,0,5,3,4,0,0,0.016,0.9944,0,56.46,0.707107,0.707107,low
36,17,4,2,13,0,1,0,0,0.0037,0.9983,0,49.14,0.0,1.0,low
45,24,4,4,13,14,6,1,0,0.0002,0.9999,0,46.5,-0.5,-0.866025,medium
33,16,4,2,11,2,3,0,0,0.0,1.0,0,50.1,0.5,0.866025,low
110,58,14,11,27,20,1,0,1,0.0162,0.9955,0,26.76,-0.866025,0.5,high
55,29,7,5,14,3,2,0,0,0.2388,0.8317,0,39.92,0.707107,0.707107,medium
3,1,0,0,2,6,0,0,0,0.1139,0.9208,0,57.39,1.0,0.0,low
42,24,4,2,12,0,1,0,0,0.0061,0.9966,0,47.31,0.0,1.0,medium
46,21,4,4,17,2,2,0,0,0.2539,0.804,0,42.39,0.5,0.866025,medium
51,29,6,4,12,5,5,1,0,0.0412,0.991,0,44.08,0.965926,0.258819,medium
61,29,5,6,21,20,5,1,1,0.2439,0.8652,0,38.04,-0.866025,0.5,medium
38,22,3,2,11,4,0,0,0,0.0521,0.9864,0,47.82,0.866025,0.5,low
69,39,9,7,14,6,4,0,0,0.6405,0.655,0,29.69,1.0,0.0,medium
6,3,0,0,3,21,0,0,0,0.0142,0.9929,0,57.99,-0.707107,0.707107,low
18,9,2,1,6,15,0,0,0,0.2502,0.8425,0,50.85,-0.707107,-0.707107,low
91,49,8,9,25,9,5,1,1,0.0194,0.994,0,32.41,0.707107,-0.707107,high
31,17,2,2,10,13,4,0,0,0.2432,0.9193,0,47.05,-0.258819,-0.965926,low
3,1,0,0,2,2,4,0,0,0.0344,0.9889,0,58.58,0.5,0.866025,low
54,28,6,5,15,1,0,0,0,0.355,0.8079,0,38.48,0.258819,0.965926,medium
112,59,9,7,37,17,1,0,1,0.0084,0.9943,0,26.27,-0.965926,-0.258819,high
5,2,0,0,3,0,5,1,0,0.0316,0.9852,0,58.03,0.0,1.0,low
37,18,4,2,13,11,6,1,0,0.0004,0.9998,0,48.89,0.258819,-0.965926,low
127,59,16,9,43,19,0,0,1,0.0494,0.9843,0,21.16,-0.965926,0.258819,high
150,72,16,15,47,17,4,0,1,0.022,0.9921,1,5.0,-0.965926,-0.258819,high
26,11,2,1,12,16,5,1,0,0.0471,0.9674,0,51.49,-0.866025,-0.5,low
15,7,1,1,6,22,2,0,0,0.1311,0.962,0,53.53,-0.5,0.866025,low
8,4,1,0,3,6,1,0,0,0.1443,0.9062,0,55.44,1.0,0.0,low
41,21,4,2,14,10,3,0,0,0.0392,0.9878,0,47.11,0.5,-0.866025,medium
31,14,4,3,10,16,2,0,0,0.1391,0.8983,0,48.61,-0.866025,-0.5,low
40,23,5,2,10,5,4,0,0,0.2875,0.9269,0,43.69,0.965926,0.258819,medium
132,73,12,8,39,7,4,0,1,0.0037,0.9987,0,20.34,0.965926,-0.258819,high
138,64,11,7,56,19,1,0,1,0.0073,0.9978,1,5.0,-0.965926,0.258819,high
27,15,4,2,6,23,2,0,0,0.2171,0.8417,0,48.64,-0.258819,0.965926,low
118,60,15,6,37,19,0,0,1,0.2714,0.7933,0,20.53,-0.965926,0.258819,high
25,11,2,2,10,12,5,1,0,0.0328,0.9896,0,52.01,0.0,-1.0,low
44,25,4,4,11,16,1,0,0,0.0113,0.9934,0,46.63,-0.866025,-0.5,medium
104,51,8,11,34,7,2,0,1,0.0487,0.9875,0,28.07,0.965926,-0.258819,high
102,46,12,6,38,20,2,0,1,0.0445,0.991,0,28.73,-0.866025,0.5,high
7,3,0,0,4,1,6,1,0,0.0959,0.9713,0,56.46,0.258819,0.965926,low
30,14,3,2,11,16,1,0,0,0.0048,0.9988,0,50.93,-0.866025,-0.5,low
42,20,4,4,14,21,5,1,0,0.049,0.9638,0,46.67,-0.707107,0.707107,medium
81,39,11,8,23,11,0,0,0,0.2617,0.798,1,11.77,0.258819,-0.965926,medium
32,18,3,2,9,15,0,0,0,0.044,0.9879,0,49.74,-0.707107,-0.707107,low
64,35,7,7,15,7,6,1,1,0.1503,0.9436,0,38.55,0.965926,-0.258819,medium
72,35,6,5,26,13,1,0,0,0.0083,0.9948,0,38.28,-0.258819,-0.965926,medium
71,39,5,7,20,18,5,1,1,0.1194,0.9397,0,36.91,-1.0,-0.0,medium
32,18,3,2,9,5,5,1,0,0.0719,0.9692,0,49.32,0.965926,0.258819,low
47,23,4,4,16,23,6,1,0,0.1305,0.9335,0,43.94,-0.258819,0.965926,medium
43,23,5,4,11,3,6,1,0,0.0063,0.9974,0,47.0,0.707107,0.707107,medium
15,7,1,1,6,5,0,0,0,0.1729,0.9522,0,52.91,0.965926,0.258819,low
41,19,5,3,14,4,3,0,0,0.0283,0.9922,0,47.28,0.866025,0.5,medium
9,4,1,1,3,5,6,1,0,0.1865,0.8824,0,54.5,0.965926,0.258819,low
53,31,5,3,14,11,2,0,0,0.1263,0.95,0,42.21,0.258819,-0.965926,medium
24,11,2,2,9,11,1,0,0,0.1107,0.972,0,51.14,0.258819,-0.965926,low
136,77,11,11,37,7,3,0,1,0.1421,0.8911,0,17.07,0.965926,-0.258819,high
105,50,12,7,36,17,0,0,1,0.042,0.9859,0,27.87,-0.965926,-0.258819,high
28,16,2,1,9,22,5,1,0,0.1119,0.9339,0,49.92,-0.5,0.866025,low
50,26,5,2,17,16,6,1,0,0.0028,0.9985,0,44.96,-0.866025,-0.5,medium
52,23,4,5,20,16,1,0,0,0.1146,0.9738,0,42.68,-0.866025,-0.5,medium
32,17,3,3,9,4,0,0,0,0.1404,0.9047,0,48.29,0.866025,0.5,low
107,48,12,8,39,18,0,0,1,0.0006,0.9998,0,27.89,-1.0,-0.0,high
31,18,2,2,9,22,1,0,0,0.0758,0.9834,0,49.56,-0.5,0.866025,low
57,30,7,4,16,21,2,0,0,0.2733,0.9391,0,38.8,-0.707107,0.707107,medium
31,14,3,2,12,13,4,0,0,0.2248,0.922,0,47.33,-0.258819,-0.965926,low
106,59,14,7,26,9,0,0,1,0.2043,0.885,0,25.13,0.707107,-0.707107,high
22,12,2,1,7,22,0,0,0,0.0644,0.9572,0,52.43,-0.5,0.866025,low
73,38,6,4,25,9,5,1,1,0.2341,0.8378,0,34.59,0.707107,-0.707107,medium
78,36,7,9,26,13,5,1,0,0.0,1.0,1,16.6,-0.258819,-0.965926,medium
122,68,18,6,30,19,2,0,1,0.0076,0.9965,0,23.29,-0.965926,0.258819,high
140,75,20,10,35,8,4,0,1,0.0023,0.9984,0,17.97,0.866025,-0.5,high
0,0,0,0,0,5,0,0,0,0.0179,0.9953,0,59.73,0.965926,0.258819,low
70,35,8,4,23,3,6,1,0,0.0962,0.9426,0,37.56,0.707107,0.707107,medium
46,24,6,4,12,12,4,0,0,0.108,0.9706,0,44.58,0.0,-1.0,medium
42,22,4,3,13,13,0,0,0,0.0053,0.9978,0,47.32,-0.258819,-0.965926,medium
124,61,9,13,41,18,1,0,1,0.1482,0.9361,0,20.58,-1.0,-0.0,high
46,21,6,4,15,23,3,0,0,0.1175,0.9681,0,44.44,-0.258819,0.965926,medium
48,25,6,4,13,4,2,0,0,0.0002,0.9999,1,25.6,0.866025,0.5,medium
76,44,9,6,17,9,6,1,1,0.3285,0.9254,0,32.27,0.707107,-0.707107,medium
56,27,8,3,18,6,3,0,0,0.1469,0.9531,0,41.0,1.0,0.0,medium
9,4,0,1,4,10,5,1,0,0.0002,0.9999,0,57.3,0.5,-0.866025,low
135,63,19,15,38,9,5,1,1,0.0014,0.9992,1,5.0,0.707107,-0.707107,high
50,23,7,5,15,2,4,0,0,0.0475,0.9641,0,44.29,0.5,0.866025,medium
15,8,2,1,4,16,2,0,0,0.016,0.9881,0,55.26,-0.866025,-0.5,low
68,39,6,7,16,6,6,1,0,0.0323,0.9843,1,19.12,1.0,0.0,medium
130,59,14,9,48,19,0,0,1,0.1106,0.9121,0,19.34,-0.965926,0.258819,high
89,48,9,8,24,8,5,1,1,0.0839,0.9352,0,32.04,0.866025,-0.5,medium
19,10,2,2,5,3,5,1,0,0.1215,0.9399,0,52.48,0.707107,0.707107,low
34,18,4,1,11,11,0,0,0,0.0659,0.9495,0,48.81,0.258819,-0.965926,low
82,44,11,8,19,7,5,1,1,0.0086,0.9945,0,35.27,0.965926,-0.258819,medium
21,9,3,1,8,22,4,0,0,0.0317,0.9922,0,53.22,-0.5,0.866025,low
9,4,0,0,5,21,5,1,0,0.0044,0.9973,0,57.23,-0.707107,0.707107,low
43,23,4,2,14,10,5,1,0,0.0877,0.9601,0,45.79,0.5,-0.866025,medium
52,23,6,3,20,2,5,1,0,0.0393,0.9733,0,43.81,0.5,0.866025,medium
15,8,1,0,6,5,4,0,0,0.1523,0.9267,0,53.22,0.965926,0.258819,low
48,23,7,2,16,5,4,0,0,0.0018,0.999,0,45.57,0.965926,0.258819,medium
115,58,11,6,40,9,4,0,1,0.0778,0.9495,0,24.33,0.707107,-0.707107,high
135,75,12,11,37,18,0,0,1,0.2733,0.8282,0,15.4,-1.0,-0.0,high
58,31,8,6,13,16,1,0,0,0.0,1.0,0,42.6,-0.866025,-0.5,medium
62,30,6,5,21,6,5,1,0,0.0689,0.9737,0,40.37,1.0,0.0,medium
31,15,4,3,9,0,0,0,0,0.3136,0.7871,0,46.0,0.0,1.0,low
58,32,6,4,16,6,5,1,0,0.0212,0.9835,0,42.28,1.0,0.0,medium
114,51,9,9,45,19,1,0,1,0.1155,0.9655,0,24.07,-0.965926,0.258819,high
48,23,6,4,15,5,3,0,0,0.0349,0.9857,0,45.08,0.965926,0.258819,medium
33,19,3,1,10,0,6,1,0,0.1544,0.9092,0,47.78,0.0,1.0,low
20,9,2,1,8,11,6,1,0,0.0162,0.9873,0,53.76,0.258819,-0.965926,low
127,74,10,10,33,8,1,0,1,0.0029,0.998,0,21.86,0.866025,-0.5,high
45,26,4,3,12,0,1,0,0,0.1345,0.9579,0,44.48,0.0,1.0,medium
138,66,12,16,44,17,3,0,1,0.0002,0.9999,0,18.6,-0.965926,-0.258819,high
17,8,1,1,7,21,3,0,0,0.0584,0.9807,0,54.02,-0.707107,0.707107,low
26,15,2,1,8,12,0,0,0,0.0216,0.9924,0,51.88,0.0,-1.0,low
20,11,1,1,7,10,4,0,0,0.0065,0.9956,0,53.9,0.5,-0.866025,low
43,24,4,2,13,6,0,0,0,0.253,0.9061,0,43.3,1.0,0.0,medium
21,12,2,1,6,22,0,0,0,0.0064,0.998,0,53.6,-0.5,0.866025,low
129,72,15,11,31,17,4,0,1,0.1514,0.9473,0,19.03,-0.965926,-0.258819,high
30,16,3,2,9,12,6,1,0,0.0218,0.9891,0,50.67,0.0,-1.0,low
110,56,16,12,26,18,3,0,1,0.0712,0.9638,0,25.93,-1.0,-0.0,high
71,40,8,4,19,12,1,0,0,0.4252,0.8064,0,32.32,0.0,-1.0,medium
36,16,3,3,14,23,6,1,0,0.1091,0.9609,0,47.56,-0.258819,0.965926,low
6,3,0,0,3,21,1,0,0,0.0682,0.9806,0,57.18,-0.707107,0.707107,low
34,18,3,1,12,15,6,1,0,0.0733,0.9423,0,48.7,-0.707107,-0.707107,low
20,11,2,1,6,4,1,0,0,0.2329,0.8405,0,50.51,0.866025,0.5,low
